season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,runningOver,shortText,commentary,link
2024.0,1422136,SRH v CSK,SRH,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,H Klaasen,Heinrich Klaasen,10,11,19,1,0,90.90,False,True,{},,not out,,
2024.0,1422136,SRH v CSK,SRH,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,SRH,2,K Nitish Kumar Reddy,Nitish Kumar Reddy,14,8,10,1,1,175.00,False,True,{},,not out,,
2024.0,1422137,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,RCB,1,V Kohli,Virat Kohli,113,72,94,12,4,156.94,False,True,{},,not out,,
2024.0,1422137,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,RCB,1,F du Plessis,Faf du Plessis,44,33,58,2,2,133.33,True,False,"{'wickets': 1, 'runs': 125}",13.6,c Buttler b Chahal,"Chahal has his man this time, keeps the line wide and has Faf fetching. Holed out to long-on. Buttler ran across to the left, held his balance and took it low. Faf tried to heave it across. The length was there but he danced down and Chahal went wider. Faf continued trying to break free, perishes in the process. His off-day might be a big issue for the day but might be a bigger worry big-picture wise",
2024.0,1422137,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,RCB,1,GJ Maxwell,Glenn Maxwell,1,3,4,0,0,33.33,False,False,"{'wickets': 2, 'runs': 128}",14.5, b Burger,"<strong>All three stumps are rattled</strong>. That's one for the fast-bowlers' posters. Maxwell made room, had feet wide apart again and tried to heave it over midwicket. Hard-length ball did him for pace and direction. Bails fly all over the place. Burger does his signature celebration",
2024.0,1422137,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,RCB,1,SD Chauhan,Saurav Chauhan,9,6,13,0,1,150.00,False,False,"{'wickets': 3, 'runs': 155}",17.2,c Jaiswal b Chahal,"<strong>Taken on the second attempt by Jaiswal at cover</strong>. Chahal though, bowling slow at the death is bravery. Kept it away from the arc though, on a length and Chauhan reached out to try and cut it over the in-field. Got it off the bottom. Jaiswal's fumble was a non-issue as it popped up very close and right in front",
2024.0,1422137,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,RCB,1,C Green,Cameron Green,5,6,14,0,0,83.33,False,True,{},,not out,,
2024.0,1422137,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,RR,2,YBK Jaiswal,Yashasvi Jaiswal,0,2,1,0,0,0.00,False,False,"{'wickets': 1, 'runs': 0}",0.2,c Maxwell b Topley,"gottim, Jaiswal goes for a duck. Takes a step out of his crease and Topley responds by digging the ball short outside off. Gets it to bounce awkwardly as Jaiswal looks to drag a pull from well outside his body, and ends up skewing a top-edge high in the air for Glenn Maxwell to get under at mid-off. Just the start RCB wanted",
2024.0,1422137,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,RR,2,JC Buttler,Jos Buttler,100,58,95,9,4,172.41,False,True,{},,not out,,
2024.0,1422137,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,RR,2,SV Samson,Sanju Samson,69,42,66,8,2,164.28,True,False,"{'wickets': 2, 'runs': 148}",14.4,c Yash Dayal b Mohammed Siraj,"got him, Siraj ends the partnership with a well-directed short ball. Angles it in, gets it to bounce to shoulder height, cramps Samson for room. He takes on the hook, and it almost comes off, but Dayal takes the catch at deep backward square leg with his right foot an inch short of the boundary cushion",
2024.0,1422137,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,RR,2,R Parag,Riyan Parag,4,4,4,1,0,100.00,False,False,"{'wickets': 3, 'runs': 155}",15.4,c Kohli b Yash Dayal,"timed perfectly, and straight to the fielder. Back of a length, angling into off stump, flicked imperiously off the hip but straight into Kohli's hands at short midwicket. Catches it in front of his right shoulder with the reverse-cup",
2024.0,1422137,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,RR,2,DC Jurel,Dhruv Jurel,2,3,5,0,0,66.66,False,False,"{'wickets': 4, 'runs': 164}",16.3,c &dagger;Karthik b Topley,"given, and Jurel goes to the old strangle down the leg side. Length ball down the leg side, looks to flick it away, gets a nice, audible inside edge and DK does the rest",
2024.0,1422137,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,RR,2,SO Hetmyer,Shimron Hetmyer,11,6,14,2,0,183.33,False,True,{},,not out,,
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,RG Sharma,Rohit Sharma,49,27,30,6,3,181.48,False,False,"{'wickets': 1, 'runs': 80}",6.6, b Patel,<b>Through his defenses and didn't DC need that!</b> Was bowled much quicker at 102.9kph and the ball skids through after pitching. Rohit is camped on the backfoot and pokes at it. Gets beaten and the ball clatters into the off pole,
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,Ishan Kishan,Ishan Kishan,42,23,45,4,2,182.60,False,False,"{'wickets': 3, 'runs': 111}",10.2,c &amp; b Patel,"<strong>That is an absolute stunner!</strong> Oh, my word AXAR! Flatter length ball on off stump, Kishan hops back and absolutely belts it to Axar's left. He flings out his left hand and takes a stunner. Surely, a contender for the catch of the tournament",
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,SA Yadav,Suryakumar Yadav,0,2,2,0,0,0.00,False,False,"{'wickets': 2, 'runs': 81}",7.3,c sub (J Fraser-McGurk) b Nortje,"<strong>A two-ball duck for Suryakumar Yadav on return.</strong> On a length on middle and leg, he looks to clear mid-on but does not get the right of timing on it. Jake Fraser-McGurk, out as a substitute, runs back and takes a good catch, reverse-cupped.",
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,HH Pandya,Hardik Pandya,39,33,51,3,1,118.18,True,False,"{'wickets': 5, 'runs': 181}",17.5,c sub (J Fraser-McGurk) b Nortje,"<strong>Knee-high full toss and Hardik can only help it to deep backward square leg.</strong> He goes for 39 off 33. Was there to be hit. The ball was leg stump, but Hardik just didn't get enough bat on that. Another catch for Jake Fraser-McGurk",
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,NT Tilak Varma,Tilak Varma,6,5,9,1,0,120.00,False,False,"{'wickets': 4, 'runs': 121}",12.4,c Patel b Ahmed,"<strong>Straight to backward point and Mumbai are losing their way!</strong> Was a short and wide ball, there to be hit. He looks to go up and over point, but does not get on top of the bounce. Cuts it straight to Axar who is having a good day on the field. The ball was travelling.",
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,TH David,Tim David,45,21,42,2,4,214.28,False,True,{},,not out,,
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,R Shepherd,Romario Shepherd,39,10,13,3,4,390.00,False,True,{},,not out,,
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,PP Shaw,Prithvi Shaw,66,40,53,8,3,165.00,False,False,"{'wickets': 2, 'runs': 110}",11.5, b Bumrah,"<strong>cleans him up with a toe-crusher!</strong> Full, fast, the late tail. It curves in furiously as Prithvi jams his bat down to keep it out, but is beaten by a few milliseconds as the leg-stump is flattened. Bumrah is chuffed. How often does he do that?",
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,DA Warner,David Warner,10,8,15,1,1,125.00,False,False,"{'wickets': 1, 'runs': 22}",3.4,c Pandya b Shepherd,"bottom hand comes off the bat handle as he reaches out to slog across the line, but the slower ball gets him! Warner holes out to mid-on as he gets absolutely no power or timing behind that stroke. Simplest of catches for Hardik.",
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,Abishek Porel,Abishek Porel,41,31,50,5,0,132.25,False,False,"{'wickets': 3, 'runs': 144}",14.6,c David b Bumrah,"heaves this full toss straight to long-on. No control or timing on that shot, hit it off the bottom. Easy as catches go.",
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,T Stubbs,Tristan Stubbs,71,25,42,3,7,284.00,False,True,{},,not out,,
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,RR Pant,Rishabh Pant,1,3,6,0,0,33.33,True,False,"{'wickets': 4, 'runs': 153}",15.6,c Pandya b Coetzee,"strange little innings from Pant is over. Was looking to helicopter this over midwicket, ends up getting a leading edge to cover. Didn't look in any control today.",
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,AR Patel,Axar Patel,8,7,14,1,0,114.28,False,False,"{'wickets': 5, 'runs': 194}",18.4,run out (Mohammad Nabi/&dagger;Ishan Kishan),"heaved sown to wide long-on, they'll take two. Wonder if Stubbs needed to take a single off the third ball. But anyway, what's happened here is Axar has been run out at the striker's end because of some lazy running. He was ambling for the second, under the assumption no one was in a hurry. Kishan didn't give any hint of the throw coming his way. But then suddenly gathered the throw and broke the bails to catch him a few yards short. Tardy from Axar.",
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,Lalit Yadav,Lalit Yadav,3,4,4,0,0,75.00,False,False,"{'wickets': 6, 'runs': 203}",19.3,c &dagger;Ishan Kishan b Coetzee,"excellent catch from Ishan Kishan! Swirler as Lalit Yadav looks to fetch this slog from outside off only to get the top edge, Kishan called for it, ran towards where backward square leg would be and picked it nicely.",
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,K Kushagra,Kumar Kushagra,0,1,1,0,0,0.00,False,False,"{'wickets': 7, 'runs': 203}",19.4,c Tilak Varma b Coetzee,"sliced over the infield to point, as easy as catches come for Tilak. Kushagra was looking to go down the ground but the ball got away from his arc.",
2024.0,1422138,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,JA Richardson,Jhye Richardson,2,2,1,0,0,100.00,False,False,"{'wickets': 8, 'runs': 205}",19.6,c Sharma b Coetzee,"the short ball has done the trick for Coetzee yet again this over. Short, angling away, beats Richardson for pace as he looks to pull in front of square, slices it straight to Rohit at point. <b> Mumbai Indians are off the mark in IPL 2024. </B>",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,Q de Kock,Quinton de Kock,6,4,2,0,1,150.00,False,False,"{'wickets': 1, 'runs': 6}",0.4,c Noor Ahmad b Yadav,"<strong>gone this time! Umesh Yadav has the early breakthrough!</strong> Back of a length delivery on leg stump, and this seems to just hold in the surface a shade. de Kock tries to repeat the dose from earlier in the over but ends up swiping across it a touch early. The ball skews up off the leading edge towards third man, where Noor runs in a few yards, settles under it and catches it in front of his face. Just the start LSG would not have wanted!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,KL Rahul,KL Rahul,33,31,60,3,0,106.45,True,False,"{'wickets': 3, 'runs': 91}",12.4,c Tewatia b Nalkande,"<strong>Rahul tries to go big, and perishes!</strong> This is right in the slot, just outside off, and it is there to be hit. Rahul decides to go downtown but loses his shape just a little. Gets it off the toe-end, and Tewatia, stationed at long on, settles under it, completing the catch comfortably. Rahul is not happy with himself, and he walks back having scored just 33 off 31!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,D Padikkal,Devdutt Padikkal,7,7,11,1,0,100.00,False,False,"{'wickets': 2, 'runs': 18}",2.2,c Shankar b Yadav,"<strong>edged and gone! Umesh has two in the powerplay!</strong> Back of a length delivery in the channel. Nips away with the angle and Padikkal is enticed into wafting at it. Gets a thick outside edge and Shankar snaffles it up at wide slip, low to his left. Umesh is pumped, Padikkal utterly distraught. LSG have been rocked early!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,MP Stoinis,Marcus Stoinis,58,43,56,4,2,134.88,False,False,"{'wickets': 4, 'runs': 112}",14.5,c &dagger;Sharath b Nalkande,"<strong>two sixes and out! Nalkande gets the big fish!</strong> Back of a length on middle and off. Stoinis, fresh after two sixes, decides to make it three in the over. The ball seems to stick just a little and Stoinis loses his shape too. Goes straight up off the toe-end, and Sharath, despite circling under it nervously, snares the chance in the end!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,N Pooran,Nicholas Pooran,32,22,35,0,3,145.45,False,True,{},,not out,,
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,A Badoni,Ayush Badoni,20,11,15,3,0,181.81,False,False,"{'wickets': 5, 'runs': 143}",18.1,c Yadav b Rashid Khan,"<strong>holes out to deep mid wicket!</strong> Googly on a length on middle and off. Badoni seems to pick it and looks for the slog sweep. This has been bowled a little slower, though, meaning that Badoni has to drag it. Does not have enough behind the stroke and picks out Umesh to perfection!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,LSG,1,KH Pandya,Krunal Pandya,2,2,8,0,0,100.00,False,True,{},,not out,,
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,GT,2,B Sai Sudharsan,Sai Sudharsan,31,23,39,4,0,134.78,False,False,"{'wickets': 3, 'runs': 58}",8.1,c Ravi Bishnoi b Pandya,"<strong>Sudharsan falls too! What is happening to the Titans' run-chase!?</strong> Shortish on middle and leg, and this seems to just hold in the surface. Sudharsan swishes across the line and the lack of pace means that the ball skews up off the top edge. Bishnoi settles under it at deep mid wicket, and after his exploits in the previous over, that is an absolute soda. GT losing their way!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,GT,2,Shubman Gill,Shubman Gill,19,21,29,2,0,90.47,True,False,"{'wickets': 1, 'runs': 54}",5.6, b Yash Thakur,"<strong>cleans him up!</strong> Full, fast and straight. Gill misses and Thakur hits. It seemed to angle in just a smidgen and ended up much closer to middle and leg than Gill expected. He tried to flick it away but was beaten for pace too, and heard the death rattle soon after! Thakur is delighted, and he lets out a roar of celebration. Is this the window of opportunity that LSG were after?",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,GT,2,KS Williamson,Kane Williamson,1,5,4,0,0,20.00,False,False,"{'wickets': 2, 'runs': 56}",7.2,c &amp; b Ravi Bishnoi,"<strong>oh my days, that is a catch and a half! A proper stunner!</strong> Tosses it up full outside off. Williamson reaches out for it and tries to punch it past the bowler. Cannot keep his stroke down, though, and he pops it to Bishnoi's right. He leaps to his right, flings out his mitt, and the ball sticks right in the middle. Bishnoi does his trademark celebration, and the Titans lose another!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,GT,2,BR Sharath,BR Sharath,2,5,7,0,0,40.00,False,False,"{'wickets': 4, 'runs': 61}",8.5,c Badoni b Pandya,"<strong>two in the over, and this is a crazy passage of batting by the Titans!</strong> Slowed up again, and hung up on a length outside off. Sharath tries to swipe it over deep square leg but the extra hold in the surface meddles with his timing. Like Sudharsan, he too gets a top edge and Badoni completes the easiest of catches at deep square leg!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,GT,2,V Shankar,Vijay Shankar,17,17,26,0,1,100.00,False,False,"{'wickets': 6, 'runs': 93}",14.2,c &dagger;Rahul b Yash Thakur,"<strong>Vijay Shankar bites the dust now!</strong> Short, wide and Shankar could have smashed that anywhere. The only problem, though, is that this seems a bit of a change-up. Shankar tries to smash it into next week and all he does in the end is feather it through to Rahul. Thakur holds his arms aloft, and GT are now 93-6!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,GT,2,DG Nalkande,Darshan Nalkande,12,11,12,0,1,109.09,False,False,"{'wickets': 5, 'runs': 80}",12.1,c Yash Thakur b Pandya,"<strong>Krunal has three!</strong> A real long-hop, outside leg and quite short too. Nalkande tries to help it on its way but all he manages is to pick out his Vidarbha teammate Yash Thakur at short fine leg. Nalkande cannot quite believe what he has done, but he has to walk back!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,GT,2,R Tewatia,Rahul Tewatia,30,25,35,2,2,120.00,False,False,"{'wickets': 9, 'runs': 126}",18.3,c Pooran b Yash Thakur,"<strong>Yash Thakur gets Tewatia, and these are his best figures in the IPL now!</strong> Takes pace off again, and bowls it on a shortish length on the stumps. Tewatia tries muscling it over deep backward square leg but the lack of pace means he arrows it straight down Pooran's throat. LSG just one wicket away from breaking their winless streak against the Titans!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,GT,2,Rashid Khan,Rashid Khan,0,3,2,0,0,0.00,False,False,"{'wickets': 7, 'runs': 93}",14.5,c sub (DJ Hooda) b Yash Thakur,"<strong>Thakur has two in the over, and the Titans' chase continues to flag!</strong> Hard length outside off. A change of pace too. Rashid skips down the track, trying to muscle it over mid off. Does not get the power, the elevation or the timing, and he offers some catching practice to mid off. The Titans staring down the barrel now!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,GT,2,UT Yadav,Umesh Yadav,2,4,7,0,0,50.00,False,False,"{'wickets': 8, 'runs': 102}",15.6,c de Kock b Naveen-ul-Haq,"<strong>goes straight up, and de Kock does the rest at long on!</strong> Leg cutter on a length outside off. Umesh looks at the length and thinks he can smack this into oblivion. Has a mighty swing at it but miscues it totally. Gets no distance whatsoever and de Kock completes the catch well inside the fence!",
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,GT,2,SH Johnson,Spencer Johnson,0,1,16,0,0,0.00,False,True,{},,not out,,
2024.0,1422139,LSG v GT,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,GT,2,Noor Ahmad,Noor Ahmad,4,2,2,1,0,200.00,False,False,"{'wickets': 10, 'runs': 130}",18.5,c de Kock b Yash Thakur,"<strong>five for Yash Thakur! And the IPL hoodoo against the Gujarat Titans has been broken!</strong> Sharp short ball just outside off. Gets awfully big on Noor as he tries to smear it away. Goes straight up and the catch is taken comfortably by de Kock at mid on! What a win for the Super Giants and after their opening game defeat, they have now reeled off three wins on the spin!",
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,KKR,1,PD Salt,Phil Salt,0,1,1,0,0,0.00,False,False,"{'wickets': 1, 'runs': 0}",0.1,c Jadeja b Deshpande,"<B>straight to point first ball!</b> And Jadeja is not missing that. Perfect start for CSK. Deshpande with a wide ball outside off and he tried to drive, but plays it away from his body. The length wasn't right for the drive either, and CSK strike first ball.",
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,KKR,1,SP Narine,Sunil Narine,27,20,36,3,2,135.00,False,False,"{'wickets': 3, 'runs': 60}",6.5,c Theekshana b Jadeja,<B>Jadeja strikes again!</b> Gets a length ball to drift and land outside off. Keeps it away from Narine's arc but doesn't stop the batter from attempting a shot anyway. Slices a flat-batted effort over the off side but long off gets in position early for a reverse-cup catch,
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,KKR,1,A Raghuvanshi,Angkrish Raghuvanshi,24,18,30,3,1,133.33,False,False,"{'wickets': 2, 'runs': 56}",6.1,lbw b Jadeja,"<B>out playing the reverse sweep! First wicket for a CSK spinner at Chepauk!</b> Length ball on middle stump and going straight on. Raghuvanshi changes his stance to attempt a reverse sweep, but the wily Jadeja outsmarts the young Raghuvanshi. Hits his pads in front of middle stump, and KKR will not review this. Raghuvanshi was probably expecting a fuller ball there.",
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,KKR,1,SS Iyer,Shreyas Iyer,34,32,62,3,0,106.25,True,False,"{'wickets': 8, 'runs': 135}",19.1,c Jadeja b Mustafizur Rahman,"<B>A 100th catch for Jadeja in the IPL!</b> Cutter, off a good length and angling away. Shreyas tries to clobber a six over the leg side, but the connection is poor. Jadeja is at deep midwicket, so Shreyas can begin starting to walk back even before the catch is completed.",
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,KKR,1,VR Iyer,Venkatesh Iyer,3,8,6,0,0,37.50,False,False,"{'wickets': 4, 'runs': 64}",8.2,c Mitchell b Jadeja,"over the stumps to Venkatesh Iyer, and he has struck right away! A pure half-tracker angling into Iyer and he tries to pull. But Venkatesh has totally mistimed this freebie delivery, and he holes out at deep midwicket diving in the deep! <B>Three wickets for Jadeja in eight deliveries!</b>",
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,KKR,1,Ramandeep Singh,Ramandeep Singh,13,12,3,0,1,108.33,False,False,"{'wickets': 5, 'runs': 85}",11.5, b Theekshana,"<B>Theekshana with a terrific response!</b> Good length ball around off and the carrom ball zips through. Ramandeep makes some room to play a cut, but he's been deceived, and his middle stump has been rocked back. Ramandeep stands in disbelief before dragging himself out",
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,KKR,1,RK Singh,Rinku Singh,9,14,22,0,0,64.28,False,False,"{'wickets': 6, 'runs': 112}",16.4, b Deshpande,"<B>stumps rattled!</b> The slower ball works. Fullish ball, fifth-stump line, Rinku tries to muscle a shot over the off side but he's through the shot too early, and the ball finds the inside edge before coming back onto the poles",
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,KKR,1,AD Russell,Andre Russell,10,10,11,2,0,100.00,False,False,"{'wickets': 7, 'runs': 127}",18.2,c Mitchell b Deshpande,"<B>Deshpande adds a third!</b> Fullish ball outside off, but with pace off. Russell tries to tonk it over long on, but it is mistimed. Mitchell at long on gets around and then takes the catch. Deshpande enjoyed that wicket, completes the celebration with a rodeo-style lasso loop",
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,KKR,1,AS Roy,Anukul Roy,3,3,9,0,0,100.00,False,True,{},,not out,,
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,KKR,1,MA Starc,Mitchell Starc,0,3,2,0,0,0.00,False,False,"{'wickets': 9, 'runs': 135}",19.4,c Ravindra b Mustafizur Rahman,"<B>the Fizz adds a second.</b> Starc moves to the off side before Mustafizur delivers the ball. Picks this length ball well as he tries to pull a six, but despite his positive move, all he can do is find deep square leg. <B>Purple cap now for Mustafizur</b>",
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,KKR,1,VG Arora,Vaibhav Arora,1,1,2,0,0,100.00,False,True,{},,not out,,
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,2,R Ravindra,Rachin Ravindra,15,8,18,3,0,187.50,False,False,"{'wickets': 1, 'runs': 27}",3.2,c Varun b Arora,"<strong>he has picked out long-on!</strong> Wonder if Rachin forgot the field had been pushed back. This was short of length and outside off, he swung through the line but instinctively let out a groan as he saw the fielder near the ropes.",
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,2,RD Gaikwad,Ruturaj Gaikwad,67,58,83,9,0,115.51,True,True,{},,not out,,
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,2,DJ Mitchell,Daryl Mitchell,25,19,39,1,1,131.57,False,False,"{'wickets': 2, 'runs': 97}",12.3, b Narine,<strong>got him! Right through the gate.</strong> Mitchell advances to hit down the ground but the ball dips and spins in to beat the inside edge. Was in no position to play that shot.,
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,2,S Dube,Shivam Dube,28,18,19,1,3,155.55,False,False,"{'wickets': 3, 'runs': 135}",16.5, b Arora,"looks to finish it off in style but misses this full and straight delivery and sees the stumps flattened. May have been better off trying to hit it straight rather than attempting a heave. As Dube was out, there's a roar that engulfs Chepauk. And that's because <b> MS Dhoni is walking out to bat </b>",
2024.0,1426260,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,CSK,2,MS Dhoni,MS Dhoni,1,3,3,0,0,33.33,False,True,{},,not out,,
2024.0,1426261,PBKS v SRH,PBKS,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,SRH,1,TM Head,Travis Head,21,15,-,4,0,140.00,False,False,"{'wickets': 1, 'runs': 27}",3.2,c Dhawan b Arshdeep Singh,"<strong>gone this time! Dhawan makes it look very easy!</strong> Full just outside off and Head's eyes light up. He tries to smash it to Chandigarh but loses his shape, cutting across it in the process. The ball goes straight up and Dhawan does brilliantly to track it over his shoulder from mid off. Keeps his eyes on the ball as it drops, and snaffles it up, with minimal fuss. Massive moment in the game!",
2024.0,1426261,PBKS v SRH,PBKS,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,SRH,1,Abhishek Sharma,Abhishek Sharma,16,11,-,2,1,145.45,False,False,"{'wickets': 3, 'runs': 39}",4.6,c Shashank Singh b Curran,"<strong>did that carry? PBKS are celebrating!</strong> Back of a length outside off. Abhishek marches down the track, trying to carve it over cover. Steps too far outside leg, though, and gets it right off the toe-end. Floats towards cover point, where Shashank dives forward and snares a sharp chance!",
2024.0,1426261,PBKS v SRH,PBKS,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,SRH,1,AK Markram,Aiden Markram,0,2,-,0,0,0.00,False,False,"{'wickets': 2, 'runs': 27}",3.4,c &dagger;JM Sharma b Arshdeep Singh,"<strong>Arshdeep has two in the over, and SRH are rocking early!</strong> Back of a length in the channel, and this seems to jag away just a smidgen. Markram's feet go nowhere and he wafts at it. Feathers it through to Jitesh. The nick is acknowledged, and PBKS have two in very quick succession!",
