comment_id,season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
120,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,1,1,1,"Chahar to Kohli, 1 run",False,False,False,253802,Virat Kohli,1,1,447261,Deepak Chahar,0.1,0,2,0,44828,Faf du Plessis,0,0,,,,,,,,,,,,,False,"and he is off immediately, opening the face on a length-ball awayswinger. Gets a single to deep point",,
110,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,1,1,1,"Chahar to Kohli, 1 wide",False,True,False,253802,Virat Kohli,0,0,447261,Deepak Chahar,0.0,0,1,0,44828,Faf du Plessis,0,0,,,,,,,,,,,,,False,"there is swing and good carry, but it has been called a wide after Kohli leaves it alone. Just does too much","<p><strong>8.01pm</strong> The two umpires finally emerge. Deepak Chahar has the new ball in hand. Let there be swing. One slip in lace. Third is inside the circle</p><p><strong>8pm</strong> Let the IPL 2024 begin. Virat Kohli and Faf du Plessis to open the innings for RCB. The fielders are ready and in position, but we don't have any umpires</p><p><strong>7.50pm</strong> Now for the teams.</p><p><strong>Royal Challengers Bengaluru</strong> F du Plessis*, V Kohli, RM Patidar, GJ Maxwell, C Green, KD Karthik†, Anuj Rawat, KV Sharma, AS Joseph, MJ Dagar, Mohammed Siraj</p><p>Impact: Dayal, Akash, Prabhudessai, Swapnil, Vyshak</p><p><strong>Chennai Super Kings</strong> RD Gaikwad*, R Ravindra, AM Rahane, DJ Mitchell, RA Jadeja, Sameer Rizvi, MS Dhoni†, DL Chahar, M Theekshana, TU Deshpande, Mustafizur Rahman</p><p>Impact: Thakur, Dube, Rasheed, Sindhu, Moeen</p><p><strong>7.40pm</strong> <strong>Faf du Plessis has won the toss, and RCB are batting first</strong>. ""Generally it is always a bat-first wicket,"" says du Plessis, who knows the ground well as a former CSK player.</p><p>Gaikwad says he came to know he would be the captain a week ago. CSK's four overseas players are Rachin Ravindra, Daryl Mitchell, Maheesh Theekshana and Mustafizur Rahamn. He also says Sameer Rizvi is making his debut.</p><p><strong>7.35pm</strong> Conditions report time. Brian Lara says there are a few cracks, and there is some looseness on the edges of the crack. Lara feels spin is going to play a part. I think they are playing on the centre strip because there is no one boundary that is bigger. Lara still feels you bowl first despite the expectation of spin because you want to protect them from the dew.</p><p><strong>7.30pm</strong> The toss has been delayed to 7.40pm even though the captains have been out and ready. The start time stays at 8pm.</p><p>Deivarayan Mathu has seen Alzarri Joseph mark his run-up. Like Faf du Plessis, Joseph is also a Super Kings man, who unfortunately will play against them in the IPL. Deivarayan points out how du Plessis has liked to play Joseph both for St Lucia Kings and Joburg Super Kings.</p><p> </p><p><strong>7.25pm</strong> All eyes on two men who haven't played in a while. Virat Kohli more so because not just RCB fans but also India fans want to see how he responds to the latest demands the India team seems to have made of him in T20 cricket. And MS Dhoni of course, who has again found a way to surprise people after all these years.</p><p><strong>7.20pm</strong> I am sure you have heard about it, but this is worth checking out again. <b>Ask Star on ESPNcricinfo</b>: Got a question for the Star Sports commentators about this match? Want to ask Navjot Sidhu, Ambati Rayudu or Harbhajan Singh about anything cricket? Go to the ESPNcricinfo homepage on the mobile site, click on the Ask Star button at the bottom of the screen, and send in your questions. They could get answered on TV.</p><p><strong>7pm</strong> How ya doin'? Thanks Ashish. If I was in the Chennai crowd, I would carry a ""Hinthi nahi ata saar"" placard. Anyway, this too shall pass. A timely reminder that because of this ceremony, this match will start at 8pm. All other matches will sart at the usual time of 7.30pm. Toss in half an hour.</p><p>ShahSafeer: ""People are here to see the start of another blockbuster season of IPL while I am here ro see Virat Kohli bat again. It seems like it's been ages since he last batted! ""</p><p>Our <a href=""https://www.espncricinfo.com/hindi/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-royal-challengers-bengaluru-1st-match-1422119/live-cricket-score"">hindi commentary</a> is live as well, while Deiva has kicked off the <a href=""https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-royal-challengers-bengaluru-1st-match-1422119/live-match-blog"">live blog</a>, too. And with that, please welcome Sidharth Monga in the comms seat. </p><p><b>Ask Star on ESPNcricinfo</b>: Got a question for the Star Sports commentators about this match? Want to ask Navjot Sidhu, Ambati Rayudu or Harbhajan Singh about anything cricket? Go to the ESPNcricinfo homepage on the mobile site, click on the <strong>Ask Star</strong> button at the bottom of the screen, and send in your questions. They could get answered on TV.</p><p>Aaron: ""RCB will be looking to groom Himanshu as their designated Leggie this season, would love to see him spin his magic wand in Chepauk!""</p><p><b>6.45pm</b> The opening ceremony is underway. Bollywood actors Akshay Kumar and Tiger Shroff making their way to the stage. Meanwhile, I have just spotted two RCB jerseys amid the sea of yellow! While the celebs do their thing how about some light reading from Alagappan Muthu: <a href=""https://www.espncricinfo.com/story/ipl-2024-chatipl-an-ai-powered-preview-ft-ms-dhoni-hardik-pandya-virat-kohli-rishabh-pant-rohit-sharma-1425476"">ChatIPL</a> - An AI-powered peek at the league that defies logic. There is a also a pretty <a href=""https://www.espncricinfo.com/story/ipl-2024-csk-new-zealands-daryl-mitchell-keeps-the-family-globe-trotting-tradition-alive-1425266"">fascinating interview</a> with Daryl Mitchell from Deivarayan and Alagappan where he opens up on what it was travelling around with his dad, John Mitchell - a world-class rugby coach. </p><p>Soumya: ""Better to error towards caution. RCB can go with Dagar, Karn and Lormor as 3 spinners apart from Maxi on this pitch. They have the pacers and batting to breach casa Chepauk.""</p><p><strong>6.30pm</strong> If you want to know what's it like at Chepauk right now, Deiva sets it up beautifully from the venue. ""He has handed over captaincy to Gaikwad, <b>but he's still Chennai's <i>Thala</i></b>. The chants of ""Dhoni!Dhoni!Dhoni!"" and the whistles for him are getting louder and louder. It looks very much like these 14 matches - 16 or 17 if luck is once again on his side - are very much the beginning of the end. At the same time, the crowd is warming up to the new captain Gaikwad. Once, another Gaikwad with Maharashtrian roots, a certain Shivaji Rao, went on to become a household name in Chennai. That's some way away, but for now Gaikwad has the keys to the Chennai kingdom. A huge replica of the IPL trophy now makes its way into the middle. The LED lights are also being tested out ahead of the opening ceremony, which will include performances of AR Rahman and Prabhu Deva.""</p>
<div class=""embedded-media-card"" data-id=""1101"" data-source=""twitter"" data-url=""https://twitter.com/ESPNcricinfo/status/1771158480948474302""></div>
<p><strong>6.25pm</strong> The last time CSK and RCB played the opening game of an IPL season, RCB were <a href=""https://www.espncricinfo.com/series/ipl-2019-1165643/chennai-super-kings-vs-royal-challengers-bangalore-1st-match-1175356/full-scorecard"">rolled over for 70</a>, and it took CSK 17.4 overs to chase the target down. RCB will want to right that wrong. But can they? CSK have three spin options in Maheesh Theekshana, Ravindra Jadeja and part-timer Rachin Ravindra on what could be another slow pitch. In contrast, RCB don't have a world-class spinner in their ranks. Here's Deivarayan Muthu with the <a href=""https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-royal-challengers-bengaluru-1st-match-1422119/match-preview"">match preview</a>.</p><p>Pawas: ""The first true transitional season of IPL is about to kick off"" Really feels that way, isn't? The first time ever in the IPL that none of Virat Kohli, Rohit Sharma or MS Dhoni will be leading a team.</p><p><strong>6.10pm</strong> We are still close to two hours away from ball one, but Chepauk is already half full and it shouldn't take long for the stadium to be packed to the rafters. And make no mistake, it's going to be a sea of Yellow at the Chepauk. There will be an opening ceremony with all the glitz and glamour in full flow. Once the dust settles, RCB will try and get the better of CSK at a venue where they haven't had a lot of success. In fact, just once in nine attempts - that one coming way back in 2008. Can they change history?</p>
<div class=""embedded-media-card"" data-id=""1103"" data-source=""twitter"" data-url=""https://twitter.com/ESPNcricinfo/status/1771030860864643268""></div>
<p>Afeef: ""And so begins another season of the IPL. Looking forward to a fantastic season. May or not be Dhoni's last, but we know he will get the loudest cheer everywhere he goes.""</p><p><strong>5.55pm</strong> There is a also a small matter of <a href=""https://www.espncricinfo.com/story/virat-kohli-excited-to-be-back-for-ipl-2024-1425315"">Virat Kohli returning</a> to competitive cricket after close to two-and-a-half months having missed India's five-game Test series against England. His most recent game was a T20I against Afghanistan in mid-January. How he goes in Chennai will be interesting to see, especially with the T20 World Cup starting right after the IPL. </p><p><b>5.40pm</b> Righto, where do we start. The latest captaincy change is a good place, I reckon. A day before the IPL begins, defending champions CSK have a new captain - Ruturaj Gaikwad. Yep. And as with most things with Dhoni: <a href=""https://www.espncricinfo.com/story/ipl-2024-ruturaj-gaikwad-takes-over-from-ms-dhoni-as-the-new-csk-captain-1425580"">It happened quietly</a>. A whisper into the ether. Just like it did in 2014. And then in 2020. The end of an era. MS Dhoni's last act as captain was lifting the IPL trophy. His most lasting act, subverting expectation. <a href=""https://www.espncricinfo.com/story/ipl-2024-csk-a-season-begins-an-era-ends-and-life-goes-on-for-ms-dhoni-1425679"">Here's Alagappan Muthu</a> on how as a season begins, an era ends, but life goes on for Dhoni.</p>
<div class=""embedded-media-card"" data-id=""1105"" data-source=""twitter"" data-url=""https://twitter.com/ESPNcricinfo/status/1770851306854379709""></div>
<p><b>5.30pm</b> IPL S17 E01. Ten months on since <i>that</i> <a href=""https://www.espncricinfo.com/series/indian-premier-league-2023-1345038/gujarat-titans-vs-chennai-super-kings-final-1370353/full-scorecard"">crazy final in Ahmedabad</a> which started on a Sunday and ended on a Tuesday, we are back it again. Ten venues. Ten teams. New captains. Comebacks. Fanwars. The carnival returns. Hello and welcome to the ball-by-ball commentary of match No. 1 of IPL 2024 - <strike>MS Dhoni</strike> Ruturaj Gaikwad-led CSK vs Faf du Plessis-led RCB. I am Ashish Pant nice and early and will soon be joined by Sidharth Monga with all that unfolds in Chennai. Join in, it's going to be a fun ride.</p>",
130,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,1,2,0,"Chahar to du Plessis, no run",False,False,False,44828,Faf du Plessis,0,1,447261,Deepak Chahar,0.2,0,2,0,253802,Virat Kohli,1,1,,,,,,,,,,,,,False,"outswinger again, starts from closer to off, left alone still",<p>Third goes back for du Plessis</p>,
140,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,1,3,0,"Chahar to du Plessis, no run",False,False,False,44828,Faf du Plessis,0,2,447261,Deepak Chahar,0.3,0,2,0,253802,Virat Kohli,1,1,,,,,,,,,,,,,False,tries the inswinger. The line telegraphs it as it starts from well wide. Driven to cover,"<p>Bhaskar: ""Heyyy, Kohli has Orange Cap. Hope he keeps it till end of series. ""</p>",
150,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,1,4,0,"Chahar to du Plessis, no run",False,False,False,44828,Faf du Plessis,0,3,447261,Deepak Chahar,0.4,0,2,0,253802,Virat Kohli,1,1,,,,,,,,,,,,,False,"back to outswing. On a good length, pitches in front of off, defended to cover","<p>""Time out the umpires  "" Anupam Kathuria, they were late by only one minute. Two minutes equals a time-out</p>",
160,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,1,5,4,"Chahar to du Plessis, FOUR",True,False,False,44828,Faf du Plessis,4,4,447261,Deepak Chahar,0.5,0,6,0,253802,Virat Kohli,1,1,,,,,,,,,,,,,False,"the first boundary for this IPL has come off a lovely inisde-out cover-drive to a big inswinger from Chahar. Again hardly any deception there, and this time du Plessis places it wide of extra cover",,
170,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,1,6,1,"Chahar to du Plessis, 1 run",False,False,False,44828,Faf du Plessis,5,5,447261,Deepak Chahar,1.0,0,7,0,253802,Virat Kohli,1,1,,,,,,,,,,,,,False,"outswinger, fuller than good length, du Plessis opens the face and gets a single to deep square third",,
11010,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,2,1,4,"Deshpande to du Plessis, FOUR",True,False,False,44828,Faf du Plessis,9,6,822553,Tushar Deshpande,0.1,0,4,0,253802,Virat Kohli,1,1,447261.0,Deepak Chahar,1.0,0.0,7.0,0.0,,,,,,,False,"superb timing and a quick outfield. This is a length ball, angling in, and he has merely tucked it off the hip to place it past square leg. It looks like a single off the bat but keeps racing away from the fielder",<p>Tushar Deshpande to share the new ball</p>,
11020,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,2,2,0,"Deshpande to du Plessis, no run",False,False,False,44828,Faf du Plessis,9,7,822553,Tushar Deshpande,0.2,0,4,0,253802,Virat Kohli,1,1,447261.0,Deepak Chahar,1.0,0.0,7.0,0.0,,,,,,,False,"<b>has this stayed low</b>? Du Plessis is looking to pull but this squeezes under his bat to hit his thigh pad. Not low enough for the lbw, though",,
11030,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,2,3,4,"Deshpande to du Plessis, FOUR",True,False,False,44828,Faf du Plessis,13,8,822553,Tushar Deshpande,0.3,0,8,0,253802,Virat Kohli,1,1,447261.0,Deepak Chahar,1.0,0.0,7.0,0.0,,,,,,,False,"not a great delivery. Short of a length, 140ks, wide, and du Plessis has punched it off the back foot. In front of square, between cover-point and cover",,
11040,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,2,4,0,"Deshpande to du Plessis, no run",False,False,False,44828,Faf du Plessis,13,9,822553,Tushar Deshpande,0.4,0,8,0,253802,Virat Kohli,1,1,447261.0,Deepak Chahar,1.0,0.0,7.0,0.0,,,,,,,False,"shuffles across, gets close to this widish delivery, but he has punched this straight to the cover-point",<p>No slip now</p>,
11050,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,2,5,0,"Deshpande to du Plessis, no run",False,False,False,44828,Faf du Plessis,13,10,822553,Tushar Deshpande,0.5,0,8,0,253802,Virat Kohli,1,1,447261.0,Deepak Chahar,1.0,0.0,7.0,0.0,,,,,,,False,"Dhoni is sharp. Cue ""You still got it"" chants please. Du Plessis gets a bottom edge on this attempted cut, and Dhoni quickly dives to his left to save four runs",,
11060,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,2,6,1,"Deshpande to du Plessis, 1 run",False,False,False,44828,Faf du Plessis,14,11,822553,Tushar Deshpande,1.0,0,9,0,253802,Virat Kohli,1,1,447261.0,Deepak Chahar,1.0,0.0,7.0,0.0,,,,,,,False,"on a length, angling in, tucked away to deep square for one",,"<p>Neel: ""Dhoni and Fizz are playing in the same team. I still remember in 2015 when Bangladesh beat India in the series 2-1, they had a famous incident.""</p>"
12010,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,3,1,4,"Chahar to du Plessis, FOUR",True,False,False,44828,Faf du Plessis,18,12,447261,Deepak Chahar,1.1,0,11,0,253802,Virat Kohli,1,1,822553.0,Tushar Deshpande,1.0,0.0,9.0,0.0,,,,,,,False,"too full, gentle pace, and he is asking for trouble. Du Plessis lofts him over mid-off for four",<p>Chahar continues. Kohli has been a bystander since the first ball</p>,
12030,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,3,2,0,"Chahar to du Plessis, no run",False,False,False,44828,Faf du Plessis,18,13,447261,Deepak Chahar,1.2,0,12,0,253802,Virat Kohli,1,1,822553.0,Tushar Deshpande,1.0,0.0,9.0,0.0,,,,,,,False,"Chahar has now pulled his length back. The swing seems to have died. Short of a length, no room, punched to point",<p>No slip now</p>,
12020,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,3,2,1,"Chahar to du Plessis, 1 wide",False,True,False,44828,Faf du Plessis,18,12,447261,Deepak Chahar,1.1,0,12,0,253802,Virat Kohli,1,1,822553.0,Tushar Deshpande,1.0,0.0,9.0,0.0,,,,,,,False,"tries the bouncer, gets it too high, and the moment Dhoni gets a hand on it, the crowd goes wild",,
12040,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,3,3,4,"Chahar to du Plessis, FOUR",True,False,False,44828,Faf du Plessis,22,14,447261,Deepak Chahar,1.3,0,16,0,253802,Virat Kohli,1,1,822553.0,Tushar Deshpande,1.0,0.0,9.0,0.0,,,,,,,False,"amazing shot. Nothing wrong with the delivery. Short of a length, hardly any room, but du Plessis has managed a back-foot off-drive over mid-off. That takes a lot of forearm strength and also timing",,
12050,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,3,4,4,"Chahar to du Plessis, FOUR",True,False,False,44828,Faf du Plessis,26,15,447261,Deepak Chahar,1.4,0,20,0,253802,Virat Kohli,1,1,822553.0,Tushar Deshpande,1.0,0.0,9.0,0.0,,,,,,,False,"goes shorter, gives him width now, and du Plessis carves this one over cover for four more",,
12060,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,3,5,0,"Chahar to du Plessis, no run",False,False,False,44828,Faf du Plessis,26,16,447261,Deepak Chahar,1.5,0,20,0,253802,Virat Kohli,1,1,822553.0,Tushar Deshpande,1.0,0.0,9.0,0.0,,,,,,,False,"top of off now, he has to take a risk if he wants a boundary. He aborts risk and pushes it to leg",,
12070,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,3,6,4,"Chahar to du Plessis, FOUR",True,False,False,44828,Faf du Plessis,30,17,447261,Deepak Chahar,2.0,0,24,0,253802,Virat Kohli,1,1,822553.0,Tushar Deshpande,1.0,0.0,9.0,0.0,,,,,,,False,another four. This time he has pulled it dismissively to midwicket. You just don't have enough boundary riders in the powerplay for short balls at this pace,,
13010,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,4,1,0,"Theekshana to Kohli, no run",False,False,False,253802,Virat Kohli,1,2,1138316,Maheesh Theekshana,0.1,0,0,0,44828,Faf du Plessis,30,17,447261.0,Deepak Chahar,2.0,0.0,24.0,0.0,,,,,,,False,"looks like a carrom ball, on a length, no room, defended to leg",<p>Kohli finally gets strike back after he took a single first ball. Maheesh Theekshana to bowl now. One slip in place</p>,
13020,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,4,2,1,"Theekshana to Kohli, 1 run",False,False,False,253802,Virat Kohli,2,3,1138316,Maheesh Theekshana,0.2,0,1,0,44828,Faf du Plessis,30,17,447261.0,Deepak Chahar,2.0,0.0,24.0,0.0,,,,,,,False,"short of a length, punched down to long-on for one",,
13030,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,4,3,0,"Theekshana to du Plessis, no run",False,False,False,44828,Faf du Plessis,30,18,1138316,Maheesh Theekshana,0.3,0,1,0,253802,Virat Kohli,2,3,447261.0,Deepak Chahar,2.0,0.0,24.0,0.0,,,,,,,False,"on a length, just outside off, no turn, punched to cover",,
13040,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,4,4,1,"Theekshana to du Plessis, 1 bye",False,False,False,44828,Faf du Plessis,30,19,1138316,Maheesh Theekshana,0.4,0,1,0,253802,Virat Kohli,2,3,447261.0,Deepak Chahar,2.0,0.0,24.0,0.0,,,,,,,False,"du Plessis makes room, Theekshana follows him, beats him, and also beats Dhoni. One bye ensues",,
13050,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,4,5,1,"Theekshana to Kohli, 1 run",False,False,False,253802,Virat Kohli,3,4,1138316,Maheesh Theekshana,0.5,0,2,0,44828,Faf du Plessis,30,19,447261.0,Deepak Chahar,2.0,0.0,24.0,0.0,,,,,,,False,"backward point saves three runs with a dive. It is that man Jadeja, diving away to his wrong side. Kohli gets a single off the rebound",,
13060,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,4,6,1,"Theekshana to du Plessis, 1 run",False,False,False,44828,Faf du Plessis,31,20,1138316,Maheesh Theekshana,1.0,0,3,0,253802,Virat Kohli,3,4,447261.0,Deepak Chahar,2.0,0.0,24.0,0.0,,,,,,,False,"on a length, following him again, punched down to long-on",,
14010,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,5,1,0,"Mustafizur Rahman to du Plessis, no run",False,False,False,44828,Faf du Plessis,31,21,330902,Mustafizur Rahman,0.1,0,0,0,253802,Virat Kohli,3,4,1138316.0,Maheesh Theekshana,1.0,0.0,3.0,0.0,,,,,,,False,"left alone outside off, but it is not a wide",<p>And now comes the Fizz. Mustafizur Rahman replaces Chahar</p>,
14020,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,5,2,4,"Mustafizur Rahman to du Plessis, FOUR",True,False,False,44828,Faf du Plessis,35,22,330902,Mustafizur Rahman,0.2,0,4,0,253802,Virat Kohli,3,4,1138316.0,Maheesh Theekshana,1.0,0.0,3.0,0.0,,,,,,,False,"du Plessis is hitting them like he has been batting for hours. Short of a length, outside off, and he makes room to punch it through extra cover",,
14030,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,5,3,0,"Mustafizur Rahman to du Plessis, OUT",False,False,False,44828,Faf du Plessis,35,23,330902,Mustafizur Rahman,0.3,0,4,1,253802,Virat Kohli,3,4,1138316.0,Maheesh Theekshana,1.0,0.0,3.0,0.0,44828.0,Faf du Plessis,Mustafizur Rahman,35.0,23.0,F du Plessis c Ravindra b Mustafizur Rahman 35 (21m 23b 8x4 0x6) SR: 152.17,False,"The Fizz strikes in his first over this IPL. The cutter from Mustafizur. Bowls at 130ks, on a length, outside off, du Plessis early into it, and ends up miscuing it to deep point",,
14040,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,5,4,0,"Mustafizur Rahman to Patidar, no run",False,False,False,823703,Rajat Patidar,0,1,330902,Mustafizur Rahman,0.4,0,4,1,253802,Virat Kohli,3,4,1138316.0,Maheesh Theekshana,1.0,0.0,3.0,0.0,,,,,,,False,"and now the quicker ball. The last ball, a cutter, was 130ks. This one is 139ks. <strong>Beats Patidar for pace</strong> as he looks to open the face",<p>Rajat Patidar is the new batter</p>,
14050,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,5,5,0,"Mustafizur Rahman to Patidar, no run",False,False,False,823703,Rajat Patidar,0,2,330902,Mustafizur Rahman,0.5,0,4,1,253802,Virat Kohli,3,4,1138316.0,Maheesh Theekshana,1.0,0.0,3.0,0.0,,,,,,,False,"short of a length, no room, punched to midwicket",,
14060,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,5,6,0,"Mustafizur Rahman to Patidar, OUT",False,False,False,823703,Rajat Patidar,0,3,330902,Mustafizur Rahman,1.0,0,4,2,253802,Virat Kohli,3,4,1138316.0,Maheesh Theekshana,1.0,0.0,3.0,0.0,823703.0,Rajat Patidar,Mustafizur Rahman,0.0,3.0,RM Patidar c &dagger;Dhoni b Mustafizur Rahman 0 (2m 3b 0x4 0x6) SR: 0.00,False,"double strike for the Fizz. He has been done in by pace again. A Test-match dismissal. On a good length, wobble-seam, just going with the angle. No feet from Patidar, slightly late on it, edges it through",,
15010,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,6,1,0,"Chahar to Kohli, no run",False,False,False,253802,Virat Kohli,3,5,447261,Deepak Chahar,2.1,0,24,0,325026,Glenn Maxwell,0,0,330902.0,Mustafizur Rahman,1.0,0.0,4.0,2.0,,,,,,,False,"a massive slower ball. Kohli waits for it to arrive, delays his shot, an attempt at going over cover, and is still early into it. Beaten outside off",<p>Chahar comes back</p>,
15020,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,6,2,1,"Chahar to Kohli, 1 run",False,False,False,253802,Virat Kohli,4,6,447261,Deepak Chahar,2.2,0,25,0,325026,Glenn Maxwell,0,0,330902.0,Mustafizur Rahman,1.0,0.0,4.0,2.0,,,,,,,False,"short of a length, no room, short-arm pull for a single to wide of mid-on",,
15030,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,6,3,0,"Chahar to Maxwell, OUT",False,False,False,325026,Glenn Maxwell,0,1,447261,Deepak Chahar,2.3,0,25,1,253802,Virat Kohli,4,6,330902.0,Mustafizur Rahman,1.0,0.0,4.0,2.0,325026.0,Glenn Maxwell,Deepak Chahar,0.0,1.0,GJ Maxwell c &dagger;Dhoni b Chahar 0 (2m 1b 0x4 0x6) SR: 0.00,False,"CSK have come roaring back. Maxwell is gone for a golden duck. What a huge wicket. Short of a length, top of off or thereabouts, Maxwell looks to punch at it with an open face. The face is just too open. Edges it to Dhoni. Actually off the face of the bat. This game has turned on its head",<p>Glenn Maxwell is the new batter</p>,
15040,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,6,4,0,"Chahar to Green, no run",False,False,False,1076713,Cameron Green,0,1,447261,Deepak Chahar,2.4,0,25,1,253802,Virat Kohli,4,6,330902.0,Mustafizur Rahman,1.0,0.0,4.0,2.0,,,,,,,False,and Chahar lets him have a bouncer. You can bounce tall batters more easily because the wide is not in play. Green ducks it,<p>Cameron Green to bat for RCB for the first time in his career. Slips shows up again</p>,
15050,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,6,5,0,"Chahar to Green, no run",False,False,False,1076713,Cameron Green,0,2,447261,Deepak Chahar,2.5,0,25,1,253802,Virat Kohli,4,6,330902.0,Mustafizur Rahman,1.0,0.0,4.0,2.0,,,,,,,False,"short of a length, outside off, punched to mid-off",,
15060,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,6,6,0,"Chahar to Green, no run",False,False,False,1076713,Cameron Green,0,3,447261,Deepak Chahar,3.0,0,25,1,253802,Virat Kohli,4,6,330902.0,Mustafizur Rahman,1.0,0.0,4.0,2.0,,,,,,,False,<b>a second bouncer</b>. We have had the first <i>second</i> bouncer of the IPL. Green ducks it,,
16010,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,7,1,1,"Jadeja to Kohli, 1 run",False,False,False,253802,Virat Kohli,5,7,234675,Ravindra Jadeja,0.1,0,1,0,1076713,Cameron Green,0,3,447261.0,Deepak Chahar,3.0,0.0,25.0,1.0,,,,,,,False,"full, outside off, driven to deep cover for a single",<p>And on comes Ravindra Jadeja in the seventh over. CSK tend to protect Jadeja and always tend to ease him in through the seventh over. A slip in place</p>,
16020,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,7,2,2,"Jadeja to Green, 2 runs",False,False,False,1076713,Cameron Green,2,4,234675,Ravindra Jadeja,0.2,0,3,0,253802,Virat Kohli,5,7,447261.0,Deepak Chahar,3.0,0.0,25.0,1.0,,,,,,,False,"nicely pushed straight of cover and wide of long-on, and uses his huge strides to complete a second",,
16030,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,7,3,0,"Jadeja to Green, no run",False,False,False,1076713,Cameron Green,2,5,234675,Ravindra Jadeja,0.3,0,3,0,253802,Virat Kohli,5,7,447261.0,Deepak Chahar,3.0,0.0,25.0,1.0,,,,,,,False,"slower in the air, wide length ball, pushed to cover",,
16040,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,7,4,1,"Jadeja to Green, 1 run",False,False,False,1076713,Cameron Green,3,6,234675,Ravindra Jadeja,0.4,0,4,0,253802,Virat Kohli,5,7,447261.0,Deepak Chahar,3.0,0.0,25.0,1.0,,,,,,,False,"pushed through, on a length, at the wickets, punched down to long-off",,
16050,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,7,5,1,"Jadeja to Kohli, 1 run",False,False,False,253802,Virat Kohli,6,8,234675,Ravindra Jadeja,0.5,0,5,0,1076713,Cameron Green,3,6,447261.0,Deepak Chahar,3.0,0.0,25.0,1.0,,,,,,,False,"full, on the pads, clipped to leg for one",,
16060,2024.0,1422119,CSK v RCB,CSK,RCB,RCB,1,7,6,1,"Jadeja to Green, 1 run",False,False,False,1076713,Cameron Green,4,7,234675,Ravindra Jadeja,1.0,0,6,0,253802,Virat Kohli,6,8,447261.0,Deepak Chahar,3.0,0.0,25.0,1.0,,,,,,,False,"on a length, angling in, Green makes room to get a single to deep point",,
